,0
11.698670148018316,1.86
8.498322136144958,3.29359165424739
7.0144964075297676,3.53703703703704
1.441798630416616,2.1572928821470203
9.344363858153836,2.995
11.246828710023294,2.53352601156069
12.295914900158758,4.42213666987488
3.1689226715760634,3.40119047619048
12.371706870769646,2.53352601156069
10.46684208866844,4.42213666987488
9.894702009232395,2.995
12.269235338573365,2.995
11.697494224675946,2.995
11.762682414565989,4.42213666987488
10.801734656002335,1.86
10.388225587035446,3.53703703703704
10.77208029605652,1.86
10.779519118075333,1.86
11.436418560712813,4.42213666987488
9.633836696844082,2.995
10.736177200142654,4.42213666987488
13.688897933039073,2.995
13.87160731134379,2.995
13.849391193421251,2.995
11.370808682415149,2.53352601156069
10.320901028696458,4.42213666987488
3.6075487004417623,1.86
10.986804628152077,4.42213666987488
3.066525033193789,3.53703703703704
12.69760011736713,1.86
10.677218266447381,4.42213666987488
11.166008399643676,1.86
11.292987097496994,1.86
1.6122415020188199,3.29359165424739
10.980056313281453,1.86
10.67790996349697,3.53703703703704
8.786385924319877,2.7
13.136867756976187,2.995
12.68154747750948,2.0
11.753117223355448,1.76724137931034
8.865568167802707,2.995
11.01566799019583,1.86
11.315495603798897,3.53703703703704
11.625526680650193,2.53352601156069
11.017888271074117,4.42213666987488
11.206733351365397,1.86
11.364111587612234,1.86
11.354365802714772,1.86
10.860033452010502,1.86
12.514697535936444,2.53352601156069
11.740795800778528,2.995
11.40434372474637,2.53352601156069
10.569182751649507,1.86
11.392210184338877,2.53352601156069
11.397863613562643,2.53352601156069
10.3617954976263,4.42213666987488
12.08719427057321,2.1572928821470203
13.81877567945501,2.0
11.171844585534842,2.53352601156069
10.651139887028938,3.53703703703704
11.394295968178287,2.995
11.208171699901635,3.53703703703704
11.673541949987719,2.53352601156069
10.981831702058765,4.42213666987488
6.889559635553617,2.995
12.753148532769789,2.995
11.950659282134039,3.53703703703704
11.2159541677027,1.86
10.072675361648638,3.53703703703704
9.573724979244862,2.995
10.386977220759551,4.42213666987488
12.999236888132852,3.3464285714285698
15.489292516955896,3.53703703703704
11.030463197355205,4.42213666987488
