,lot_area,CropETo,TotalWater,water_dist,castorieindex,firstfloor,add_g_size,parval
16551,160.0,3.265,4.6037037037037,11.508224818536279,69.0,0.0,0.0,816921.0
16552,26.67,3.265,4.6037037037037,9.75736391365157,69.0,0.0,0.0,132032.0
16554,19.57,3.08916666666667,4.41309523809524,15.255267013572064,39.0,0.0,0.0,54290.0
16555,20.0,3.08916666666667,4.41309523809524,14.951074641165194,24.0,0.0,0.0,56120.0
16556,45.76,3.08916666666667,4.41309523809524,4.8420373967870125,53.0,0.0,0.0,693569.0
16557,165.73,3.08916666666667,4.41309523809524,5.781008786597863,53.0,0.0,0.0,471408.0
16558,74.86,3.08916666666667,4.41309523809524,5.173928052272666,53.0,0.0,0.0,1171308.0
16559,83.3,2.30333333333333,2.92666666666667,5.543800542014717,53.0,0.0,0.0,539004.0
16560,94.69,3.265,4.6037037037037,15.317331763982384,73.0,0.0,0.0,461878.0
16561,60.87,3.1275,4.46785714285714,9.796702809319267,33.0,0.0,0.0,412987.0
16562,0.72,2.00416666666667,3.6001926782273594,3.645129143753204,39.0,14910.0,0.0,159244.0
16565,22.54,3.1275,4.46785714285714,9.577764853819806,33.0,0.0,0.0,98540.0
16566,20.26,2.30333333333333,2.92666666666667,17.7250078247251,95.0,0.0,0.0,163357.0
16567,74.51,2.30333333333333,2.92666666666667,8.757919371180211,69.0,0.0,0.0,440033.0
16568,20.15,3.265,4.6037037037037,4.127079289495094,39.0,0.0,0.0,231471.0
16569,18.15,2.635,4.06166666666667,4.080393904418565,39.0,0.0,0.0,46068.0
16570,17.28,3.08916666666667,4.41309523809524,15.522199215122175,58.0,0.0,0.0,204002.0
16571,0.3,3.15916666666667,3.7666666666666697,16.478581058816527,90.0,0.0,0.0,637.0
16572,102.26,3.08916666666667,4.41309523809524,3.016057997354932,32.0,0.0,0.0,286192.0
16573,18.38,3.265,4.6037037037037,3.1669843523995835,39.0,0.0,0.0,198591.0
16574,33.32,3.08916666666667,4.41309523809524,3.03677877987045,39.0,0.0,0.0,112179.0
16577,51.62,3.08916666666667,4.41309523809524,2.8241258512977865,32.0,0.0,0.0,142986.0
16580,160.0,3.265,4.6037037037037,4.263763549105221,77.0,0.0,0.0,980194.0
16582,60.0,3.08916666666667,4.41309523809524,14.417806109625811,26.0,0.0,0.0,165801.0
16583,159.89,2.87666666666667,4.6037037037037,12.05273870644707,69.0,0.0,0.0,304759.0
16584,20.0,1.6133333333333302,3.22395954881369,16.350351513226506,49.0,0.0,0.0,56626.0
16585,20.0,3.265,4.6037037037037,5.857985380081284,90.0,0.0,0.0,163656.0
16586,160.0,3.265,4.6037037037037,14.040943128318162,90.0,0.0,0.0,1125232.0
16587,38.8,3.1275,4.46785714285714,16.822416934260666,85.0,0.0,0.0,316874.0
16588,161.07,3.265,4.6037037037037,16.20662647016919,49.0,0.0,0.0,626464.0
16589,0.32,2.00416666666667,3.6001926782273594,3.6067880600614735,39.0,1040.0,2838.0,301208.0
16590,316.38,2.87666666666667,4.6037037037037,14.06313757881218,34.0,0.0,0.0,3795254.0
16591,3.07,3.1275,4.46785714285714,12.171755097794168,33.0,0.0,0.0,10723.0
16592,20.0,3.265,4.6037037037037,6.1313935814410945,85.0,0.0,0.0,128821.0
16593,55.81,2.635,4.06166666666667,6.139990413475842,14.0,0.0,0.0,169087.0
16594,74.19,3.08916666666667,4.41309523809524,14.625611685366687,26.0,0.0,0.0,204646.0
16595,19.0,3.08916666666667,4.41309523809524,15.225476768916938,95.0,0.0,0.0,292530.0
16596,141.53,3.08916666666667,4.41309523809524,3.570980509929348,14.0,0.0,0.0,579341.0
16597,58.25,3.715,5.48880333654155,3.6303252668523824,14.0,0.0,0.0,234403.0
16598,41.35,3.265,4.6037037037037,3.370361181320056,39.0,0.0,0.0,432457.0
16599,0.92,2.30333333333333,2.92666666666667,10.62205324501918,33.0,1104.0,0.0,12094.0
16600,160.0,2.87666666666667,4.6037037037037,14.244542049499396,26.0,0.0,0.0,2614458.0
16601,6.47,3.1275,4.46785714285714,9.128034678948476,33.0,0.0,0.0,177763.0
16602,80.0,3.265,4.6037037037037,12.488665762906153,69.0,0.0,0.0,402728.0
16603,1.93,3.195,3.7666666666666697,17.11940746571448,72.0,1500.0,0.0,290100.0
16604,105.72,3.265,4.6037037037037,15.88643821016041,81.0,0.0,0.0,481717.0
16605,17.51,3.265,4.6037037037037,15.52883812833035,69.0,0.0,0.0,81291.0
16607,18.78,3.08916666666667,4.41309523809524,14.59195675042019,26.0,0.0,0.0,155500.0
16609,18.84,2.635,4.06166666666667,5.4966780495870236,14.0,0.0,0.0,48464.0
16612,80.0,3.265,4.6037037037037,12.182925656726642,86.0,0.0,0.0,402728.0
16613,40.0,2.30333333333333,2.92666666666667,12.977746249238296,69.0,0.0,0.0,289909.0
16615,19.32,3.1275,4.46785714285714,11.716785540841794,38.0,0.0,0.0,100360.0
16616,32.84,1.66166666666667,3.87916666666667,3.645775260600949,14.0,0.0,0.0,163516.0
16617,320.0,2.0658333333333303,2.8339080459770094,13.784578968015753,69.0,0.0,0.0,529078.0
16618,20.0,3.265,4.6037037037037,5.707025232064988,49.0,0.0,0.0,153370.0
16619,10.23,1.6133333333333302,3.22395954881369,16.62427034962243,95.0,0.0,0.0,84167.0
16620,30.24,2.37916666666667,4.0436171064598,17.267904623559705,95.0,0.0,0.0,58394.0
16621,20.0,3.265,4.6037037037037,5.671979368333503,49.0,0.0,0.0,158347.0
16622,80.34,3.265,4.6037037037037,6.575923278316172,85.0,0.0,0.0,375797.0
16623,20.0,3.265,4.6037037037037,5.9559238425993435,49.0,0.0,0.0,122862.0
16624,69.91,1.66166666666667,3.87916666666667,5.778690767819315,14.0,0.0,0.0,304613.0
16625,59.09,2.30333333333333,2.92666666666667,17.606427762170586,95.0,0.0,0.0,508748.0
16626,64.24,2.30333333333333,2.92666666666667,11.968733430508365,85.0,0.0,0.0,413623.0
16627,91.34,3.265,4.6037037037037,2.9278148944879256,32.0,0.0,0.0,687099.0
16628,81.73,2.00416666666667,3.6001926782273594,3.0392575851679178,32.0,0.0,0.0,157823.0
16629,56.75,2.30333333333333,2.92666666666667,13.607288447763233,81.0,0.0,0.0,352303.0
16631,19.55,3.08916666666667,4.41309523809524,18.339175728084946,56.0,0.0,0.0,94019.0
16632,20.0,3.08916666666667,4.41309523809524,3.6376159605832266,95.0,0.0,0.0,321971.0
16633,88.98,3.265,4.6037037037037,3.0591558987686005,22.0,0.0,0.0,723011.0
16634,38.5,2.30333333333333,2.92666666666667,17.241078324747708,72.0,0.0,0.0,431427.0
16635,59.09,2.30333333333333,2.92666666666667,18.276844921042787,95.0,0.0,0.0,424920.0
16636,116.52,1.66166666666667,3.87916666666667,3.428265050144148,32.0,0.0,0.0,225004.0
16637,154.3,2.00416666666667,3.6001926782273594,3.6774628832898633,32.0,0.0,0.0,297958.0
16640,41.89,3.715,5.48880333654155,6.5360165168788935,32.0,0.0,0.0,80891.0
16641,41.75,3.715,5.48880333654155,6.751537346680232,18.0,940.0,0.0,123682.0
16642,19.06,3.08916666666667,4.41309523809524,11.191958917200878,100.0,0.0,0.0,171480.0
16644,1.24,3.15916666666667,3.7666666666666697,17.35191268958002,95.0,1775.0,546.0,149295.0
16645,40.0,2.87666666666667,4.6037037037037,14.631561895742786,86.0,0.0,0.0,1103901.0
16646,20.0,3.1275,4.46785714285714,14.833712329740381,33.0,0.0,0.0,126157.0
16648,40.0,2.87666666666667,4.6037037037037,15.021756174909994,86.0,0.0,0.0,477128.0
16649,78.46,2.87666666666667,4.6037037037037,16.202395573958942,73.0,0.0,0.0,1298869.0
16650,73.49,2.87666666666667,4.6037037037037,17.396888900487777,73.0,0.0,0.0,920094.0
16651,22.52,2.30333333333333,2.92666666666667,17.309743269150697,72.0,0.0,0.0,128314.0
16652,64.39,1.66166666666667,3.87916666666667,8.797806971186269,5.0,0.0,0.0,124339.0
16653,20.0,2.30333333333333,2.92666666666667,17.282731019638085,72.0,0.0,0.0,104762.0
16654,1.25,2.30333333333333,2.92666666666667,17.58759280616939,100.0,0.0,0.0,260100.0
16655,39.4,3.1275,4.46785714285714,17.087160413962764,95.0,0.0,0.0,265391.0
16656,40.0,3.265,4.6037037037037,14.969048747934119,95.0,0.0,0.0,250723.0
16657,155.2,3.265,4.6037037037037,18.236512270471334,85.0,0.0,0.0,1372586.0
16658,19.46,2.30333333333333,2.92666666666667,12.67834593312103,100.0,0.0,0.0,103563.0
16659,76.02,3.715,5.48880333654155,8.159166102935128,5.0,0.0,0.0,146797.0
16660,157.58,3.265,4.6037037037037,17.414663870485434,49.0,0.0,0.0,1444776.0
16661,100.02,3.265,4.6037037037037,16.9375571075777,49.0,0.0,0.0,1089290.0
16662,135.15,3.265,4.6037037037037,14.248901889231474,95.0,0.0,0.0,683915.0
16663,20.98,3.1275,4.46785714285714,15.869840359003923,35.0,0.0,0.0,189011.0
16664,160.0,3.265,4.6037037037037,15.681630413082528,86.0,0.0,0.0,1054582.0
16665,6.51,2.87666666666667,4.6037037037037,9.59088264922994,5.0,0.0,0.0,12571.0
16666,80.0,2.87666666666667,4.6037037037037,19.20174981826998,86.0,0.0,0.0,1246613.0
16667,167.27,3.265,4.6037037037037,2.5184269190962794,59.0,0.0,0.0,1404690.0
16668,320.0,3.265,4.6037037037037,16.513290863540366,86.0,0.0,0.0,2071800.0
16669,160.0,2.87666666666667,4.6037037037037,17.272727283700988,86.0,0.0,0.0,3018608.0
16670,40.0,2.87666666666667,4.6037037037037,18.762525823994807,86.0,0.0,0.0,1098934.0
16671,5.0,3.265,4.6037037037037,18.761327574732512,100.0,0.0,0.0,50739.0
16672,4.0,3.265,4.6037037037037,18.659715258809303,100.0,0.0,0.0,48836.0
16673,256.13,3.265,4.6037037037037,8.003270115314224,95.0,0.0,0.0,210588.0
16674,66.54,3.08916666666667,4.41309523809524,2.806075916153816,35.0,0.0,0.0,271233.0
16675,40.0,2.87666666666667,4.6037037037037,12.106968686819576,73.0,0.0,0.0,753601.0
16676,37.34,2.635,4.06166666666667,2.2800452186236604,59.0,0.0,0.0,72104.0
16677,80.0,2.87666666666667,4.6037037037037,19.525930867629626,86.0,0.0,0.0,929793.0
16678,91.04,2.635,4.06166666666667,2.1632933936196967,59.0,0.0,0.0,175801.0
16679,116.44,2.635,4.06166666666667,1.4985209729789353,59.0,0.0,0.0,224849.0
16681,38.67,3.265,4.6037037037037,17.817337724394484,73.0,0.0,0.0,542994.0
16682,166.55,3.715,5.48880333654155,17.145768288701294,73.0,0.0,0.0,328958.0
16683,92.0,2.30333333333333,2.92666666666667,5.023250056248306,32.0,0.0,0.0,802404.0
16684,10.5,3.46416666666667,4.948809523809519,0.8484220349711059,95.0,0.0,0.0,28598.0
16687,18.67,2.30333333333333,2.92666666666667,18.540972373355576,90.0,0.0,0.0,232696.0
16688,1.03,3.265,4.6037037037037,8.856841516273215,95.0,0.0,0.0,4409.0
16689,40.0,2.87666666666667,4.6037037037037,18.003412224800886,86.0,0.0,0.0,644209.0
16690,20.0,2.87666666666667,4.6037037037037,18.76098890156589,69.0,0.0,0.0,303647.0
16691,1.53,2.30333333333333,2.92666666666667,18.02453353446865,72.0,1104.0,440.0,188700.0
16692,19.92,3.15916666666667,3.7666666666666697,13.725033386531074,58.0,0.0,0.0,92647.0
16693,20.0,3.15916666666667,3.7666666666666697,13.689721657663208,49.0,0.0,0.0,110210.0
16694,75.06,3.08916666666667,4.41309523809524,2.9271970088024304,32.0,0.0,0.0,222438.0
16695,0.41,3.08916666666667,4.41309523809524,8.917794089601525,33.0,0.0,0.0,447.0
16696,156.97,2.87666666666667,4.6037037037037,5.479857854942986,24.0,0.0,0.0,2534858.0
16697,253.53,2.37916666666667,4.0436171064598,1.5066097552195763,59.0,0.0,0.0,452567.0
16698,19.9,2.635,4.06166666666667,3.8319424598418537,32.0,0.0,0.0,38427.0
16699,157.58,2.87666666666667,4.6037037037037,17.559517536668587,34.0,0.0,0.0,509292.0
16700,138.18,2.87666666666667,4.6037037037037,17.302119509188653,34.0,0.0,0.0,385435.0
16701,157.58,2.635,4.06166666666667,11.63807966173923,5.0,0.0,0.0,551852.0
16703,13.33,3.265,4.6037037037037,14.700042708102426,95.0,0.0,0.0,82914.0
16704,130.04,2.87666666666667,4.6037037037037,4.847376399055916,22.0,0.0,0.0,2030200.0
16705,1.0,3.265,4.6037037037037,18.753239930527972,90.0,0.0,0.0,11728.0
16706,32.21,3.265,4.6037037037037,18.64427591371679,73.0,0.0,0.0,234460.0
16709,60.0,2.87666666666667,4.6037037037037,18.782599631943434,69.0,0.0,0.0,905191.0
16710,200.0,2.87666666666667,4.6037037037037,17.160962021518973,73.0,0.0,0.0,3223375.0
16711,26.67,3.265,4.6037037037037,14.823101330894868,95.0,0.0,0.0,165856.0
16712,40.0,2.00416666666667,3.6001926782273594,4.876732261672023,24.0,0.0,0.0,52413.0
16713,29.71,2.00416666666667,3.6001926782273594,4.6539337054839365,24.0,0.0,0.0,34625.0
16714,80.0,2.00416666666667,3.6001926782273594,5.3289289515057625,24.0,0.0,0.0,116334.0
16715,40.0,2.30333333333333,2.92666666666667,4.960215975355964,24.0,0.0,0.0,228965.0
16716,320.0,2.00416666666667,3.6001926782273594,9.650193219577927,39.0,0.0,0.0,617931.0
16718,635.15,2.00416666666667,3.6001926782273594,8.031247196412798,39.0,0.0,0.0,1246727.0
16719,138.04,2.635,4.06166666666667,13.087605317552555,34.0,0.0,0.0,399498.0
16721,1.33,3.08916666666667,4.41309523809524,1.9328184191600573,32.0,0.0,0.0,6944.0
16722,3.67,3.08916666666667,4.41309523809524,2.9393359546860696,35.0,0.0,0.0,19111.0
16723,51.94,3.265,4.6037037037037,4.126715713907742,32.0,0.0,0.0,144658.0
16724,13.0,1.6133333333333302,3.22395954881369,16.24272853980385,95.0,0.0,0.0,87663.0
16725,41.38,2.635,4.06166666666667,3.840794727476165,32.0,1268.0,342.0,117879.0
16726,160.0,2.635,4.06166666666667,12.906253716744015,26.0,0.0,0.0,699354.0
16727,165.33,2.00416666666667,3.6001926782273594,3.981107479478392,32.0,0.0,0.0,319257.0
16728,7.45,2.30333333333333,2.92666666666667,15.792199761802197,72.0,0.0,0.0,39539.0
16729,80.0,3.265,4.6037037037037,3.3684483196605917,39.0,0.0,0.0,549081.0
16730,80.0,3.265,4.6037037037037,14.334511722635437,85.0,0.0,0.0,391603.0
16731,15.41,2.635,4.06166666666667,3.3090323974406743,39.0,0.0,0.0,52670.0
16732,5.55,2.37916666666667,4.0436171064598,3.0112423010482074,32.0,0.0,0.0,19881.0
16733,1.12,1.5683333333333302,3.08755337195328,15.559854187699438,58.0,2031.0,640.0,144383.0
16734,119.45,3.265,4.6037037037037,4.1711951541046535,32.0,1994.0,336.0,376064.0
16735,80.0,1.66166666666667,3.87916666666667,17.82948559723831,69.0,0.0,0.0,154482.0
16736,20.0,3.265,4.6037037037037,5.693447825424624,90.0,0.0,0.0,163656.0
16737,40.0,3.1275,4.46785714285714,16.978571097094008,33.0,0.0,0.0,241185.0
16738,2.32,3.265,4.6037037037037,12.017865503268828,100.0,2103.0,406.0,215255.0
16740,158.19,2.00416666666667,3.6001926782273594,10.017734789208742,80.0,0.0,0.0,322265.0
16741,20.0,3.265,4.6037037037037,17.97890590526534,86.0,0.0,0.0,141038.0
16742,100.0,3.265,4.6037037037037,17.862151730519788,90.0,0.0,0.0,802024.0
16743,0.0,2.30333333333333,2.92666666666667,17.701876197286662,72.0,0.0,0.0,69288.0
16744,19.7,2.30333333333333,2.92666666666667,18.858790776390208,72.0,0.0,0.0,110148.0
16747,158.63,2.30333333333333,2.92666666666667,15.37556358638417,49.0,0.0,0.0,1294770.0
16748,318.79,2.30333333333333,2.92666666666667,15.05964681680894,49.0,0.0,0.0,1936902.0
16749,640.0,2.30333333333333,2.92666666666667,14.130334873565051,34.0,0.0,0.0,3675410.0
16750,94.4,2.30333333333333,2.92666666666667,6.928627032349094,5.0,0.0,0.0,56004.0
16751,25.62,2.30333333333333,2.92666666666667,6.633792807962543,5.0,0.0,0.0,201310.0
16752,28.85,1.66166666666667,3.87916666666667,24.86768221916716,81.0,0.0,0.0,55710.0
16753,25.91,2.30333333333333,2.92666666666667,18.5498202817843,95.0,0.0,0.0,210139.0
16755,40.09,3.715,5.48880333654155,5.790138315694773,14.0,0.0,0.0,105360.0
16756,155.15,3.265,4.6037037037037,13.645158252396493,5.0,0.0,0.0,533557.0
16757,400.0,3.265,4.6037037037037,13.164936538085131,5.0,0.0,0.0,1616793.0
16758,1.24,2.30333333333333,2.92666666666667,17.23630238457459,72.0,2104.0,394.0,149578.0
16759,41.36,3.08916666666667,4.41309523809524,4.257208204856059,32.0,0.0,0.0,114720.0
16760,50.07,3.265,4.6037037037037,4.7124032382324295,53.0,0.0,0.0,315611.0
16761,28.53,3.265,4.6037037037037,4.620082935613449,32.0,0.0,0.0,630430.0
16762,160.0,2.87666666666667,4.6037037037037,16.532812251066037,39.0,0.0,0.0,2385758.0
16763,40.7,3.265,4.6037037037037,4.345433622000189,14.0,0.0,0.0,183434.0
16764,158.18,2.87666666666667,4.6037037037037,18.958156397245506,73.0,0.0,0.0,2757317.0
16765,160.0,3.265,4.6037037037037,11.366571396736619,69.0,0.0,0.0,439525.0
16766,29.47,3.265,4.6037037037037,2.923297546116525,53.0,0.0,0.0,233701.0
16767,0.1,3.265,4.6037037037037,18.230256400691157,49.0,1248.0,0.0,64140.0
16768,0.1,3.265,4.6037037037037,18.23631052420724,49.0,1248.0,0.0,78089.0
16769,10.0,2.30333333333333,2.92666666666667,17.977141102992668,90.0,0.0,0.0,75062.0
16771,17.23,1.6133333333333302,3.22395954881369,17.38023532546972,72.0,0.0,0.0,79049.0
16774,80.0,3.265,4.6037037037037,16.308155442468603,90.0,0.0,0.0,411287.0
16775,158.18,3.265,4.6037037037037,5.625714994084596,90.0,0.0,0.0,1618507.0
16776,82.58,3.715,5.48880333654155,4.291738423936241,32.0,0.0,0.0,159464.0
16777,99.39,2.635,4.06166666666667,4.828585371892412,32.0,0.0,0.0,191925.0
16778,26.67,1.66166666666667,3.87916666666667,17.424510017843712,39.0,0.0,0.0,51500.0
16779,45.62,3.265,4.6037037037037,3.7395227308843686,39.0,0.0,0.0,568743.0
16780,118.45,2.635,4.06166666666667,3.621360378971128,39.0,0.0,0.0,459714.0
16781,40.0,2.0658333333333303,2.8339080459770094,13.627360555025573,24.0,0.0,0.0,77241.0
16782,40.0,2.87666666666667,4.6037037037037,18.714775302321,86.0,0.0,0.0,50086.0
16783,9.88,3.265,4.6037037037037,1.161486952031149,80.0,0.0,0.0,50071.0
16784,45.25,2.635,4.06166666666667,3.709401774256872,32.0,0.0,0.0,89999.0
16785,279.67,3.265,4.6037037037037,15.035437665444693,73.0,0.0,0.0,1393818.0
16786,20.15,3.715,5.48880333654155,5.21527996118118,14.0,0.0,0.0,77820.0
16787,19.49,3.1275,4.46785714285714,17.547524473681573,72.0,0.0,0.0,422250.0
16788,4.0,3.08916666666667,4.41309523809524,16.0462334926692,35.0,0.0,0.0,43091.0
16790,20.0,3.1275,4.46785714285714,10.402004458315556,33.0,0.0,0.0,204033.0
16791,44.05,1.6133333333333302,3.22395954881369,17.430113224506627,72.0,0.0,0.0,174040.0
16792,637.74,1.66166666666667,3.87916666666667,8.551615927956696,39.0,0.0,0.0,1405432.0
16793,18.54,2.87666666666667,4.6037037037037,16.590218962893054,73.0,0.0,0.0,307853.0
16795,0.84,3.08916666666667,4.41309523809524,5.1905556904583285,53.0,1360.0,776.0,59520.0
16796,163.53,2.635,4.06166666666667,11.78706791711328,81.0,0.0,0.0,334789.0
16798,40.0,3.1275,4.46785714285714,15.774881768753252,33.0,0.0,0.0,232731.0
16799,157.19,3.265,4.6037037037037,13.589587947804857,73.0,0.0,0.0,873886.0
16801,19.03,3.1275,4.46785714285714,13.597146435472713,80.0,0.0,0.0,619832.0
16802,167.68,2.635,4.06166666666667,6.30097068795534,32.0,0.0,0.0,320281.0
16804,110.68,3.08916666666667,4.41309523809524,1.7425899171256083,32.0,0.0,0.0,245358.0
16808,41.33,2.00416666666667,3.6001926782273594,7.392362124481879,32.0,0.0,0.0,79809.0
16811,98.64,3.08916666666667,4.41309523809524,18.395322750148186,49.0,0.0,0.0,276033.0
16812,60.0,3.265,4.6037037037037,18.16401258624221,49.0,0.0,0.0,244878.0
16813,18.78,3.265,4.6037037037037,17.362682660615153,49.0,0.0,0.0,249876.0
16816,79.66,3.265,4.6037037037037,4.734462038000068,32.0,0.0,0.0,570670.0
16817,34.0,3.15916666666667,3.7666666666666697,10.131045901340503,100.0,0.0,0.0,364798.0
16818,83.42,3.715,5.48880333654155,6.823726857621441,32.0,0.0,0.0,164285.0
16819,82.36,1.66166666666667,3.87916666666667,7.655951128542299,32.0,0.0,0.0,159040.0
16820,80.63,3.715,5.48880333654155,7.923162664001365,14.0,0.0,0.0,155699.0
16821,158.06,3.715,5.48880333654155,7.785282004798129,14.0,1932.0,720.0,446935.0
16822,200.61,3.265,4.6037037037037,3.466782849201082,32.0,0.0,0.0,860186.0
16823,10.0,3.265,4.6037037037037,9.09594376790007,95.0,0.0,0.0,15426.0
16824,86.94,3.715,5.48880333654155,7.548071356135776,32.0,0.0,0.0,167884.0
16825,10.0,3.15916666666667,3.7666666666666697,11.889440075832109,100.0,0.0,0.0,207104.0
16826,199.2,2.0658333333333303,2.8339080459770094,4.630659525838015,35.0,0.0,0.0,38466.0
16829,79.42,2.635,4.06166666666667,3.8871500466718416,53.0,0.0,0.0,153362.0
16830,23.94,3.265,4.6037037037037,14.280006453533995,73.0,0.0,0.0,155258.0
16832,40.0,1.66166666666667,3.87916666666667,6.930676640172916,14.0,0.0,0.0,132426.0
16833,48.45,2.37916666666667,4.0436171064598,16.477611846981176,34.0,0.0,0.0,333271.0
16835,206.99,3.265,4.6037037037037,9.677870754235293,90.0,0.0,0.0,1501953.0
16836,2.5,3.46416666666667,4.948809523809519,13.67794047583013,100.0,0.0,0.0,27047.0
16837,157.57,3.265,4.6037037037037,14.478952516006856,5.0,0.0,0.0,1812721.0
16838,160.0,3.265,4.6037037037037,14.126080359988785,5.0,0.0,0.0,437169.0
16839,1.42,3.77166666666667,3.06666666666667,13.751401550671456,33.0,0.0,0.0,67902.0
16840,0.11,3.1275,4.46785714285714,13.485671486928597,80.0,0.0,0.0,8249.0
16841,20.0,2.87666666666667,4.6037037037037,10.329690631888532,95.0,0.0,0.0,192050.0
16842,120.0,3.265,4.6037037037037,13.684436467943206,5.0,0.0,0.0,746731.0
16843,20.8,3.265,4.6037037037037,19.336308921140528,49.0,0.0,0.0,161420.0
16844,79.66,2.00416666666667,3.6001926782273594,3.8316560263719976,65.0,0.0,0.0,153826.0
16845,41.33,3.08916666666667,4.41309523809524,7.442258011351376,32.0,0.0,0.0,116937.0
16846,2.91,3.265,4.6037037037037,13.507605272826606,41.0,0.0,0.0,7562.0
16847,0.04,1.5683333333333302,3.08755337195328,9.613808492294341,49.0,0.0,0.0,1092.0
16848,36.94,3.1275,4.46785714285714,11.174525364427062,36.0,0.0,0.0,462262.0
16849,99.08,3.08916666666667,4.41309523809524,18.582960350284747,86.0,0.0,0.0,225125.0
16850,24.55,2.30333333333333,2.92666666666667,12.478319039319146,85.0,0.0,0.0,188162.0
16851,8.27,2.37916666666667,4.0436171064598,6.850395344711607,32.0,0.0,0.0,124000.0
16852,160.0,2.87666666666667,4.6037037037037,19.139403023388628,86.0,0.0,0.0,744918.0
16853,20.0,2.87666666666667,4.6037037037037,10.418184119930881,95.0,0.0,0.0,192050.0
16854,19.7,3.265,4.6037037037037,11.64283942436013,95.0,0.0,0.0,166725.0
16855,1.0,1.66166666666667,3.87916666666667,4.601472619966211,81.0,0.0,0.0,4954.0
16856,19.9,3.265,4.6037037037037,4.560474574707506,53.0,0.0,0.0,153722.0
16857,5.55,3.265,4.6037037037037,13.376401884658286,68.0,0.0,0.0,21315.0
16859,43.09,2.635,4.06166666666667,7.4956975070729435,32.0,0.0,0.0,83208.0
16860,32.94,3.715,5.48880333654155,5.908173254058247,32.0,0.0,0.0,127497.0
16861,43.29,3.715,5.48880333654155,7.552693985595656,32.0,0.0,0.0,83594.0
16862,20.0,3.1275,4.46785714285714,12.065566864819155,67.0,0.0,0.0,159898.0
16864,154.18,2.00416666666667,3.6001926782273594,6.1612015421523365,32.0,0.0,0.0,297726.0
16865,20.0,1.66166666666667,3.87916666666667,16.741673632976653,34.0,0.0,0.0,38620.0
16867,19.85,2.30333333333333,2.92666666666667,13.91360018569747,58.0,0.0,0.0,140978.0
16868,139.82,2.37916666666667,4.0436171064598,2.638057908549384,32.0,0.0,0.0,745184.0
16869,362.49,2.37916666666667,4.0436171064598,2.5484046965064344,23.0,0.0,0.0,517826.0
16870,362.49,2.37916666666667,4.0436171064598,2.5484046965064344,32.0,0.0,0.0,517826.0
16871,22.92,3.46416666666667,4.948809523809519,0.8973429373836026,59.0,0.0,0.0,50841.0
16872,72.25,3.08916666666667,4.41309523809524,2.2431657374906755,59.0,0.0,0.0,217672.0
16873,165.85,3.46416666666667,4.948809523809519,1.5276649996591611,59.0,1392.0,320.0,528073.0
16875,26.67,3.1275,4.46785714285714,15.762504549699882,8.0,0.0,0.0,5797.0
16876,317.57,3.08916666666667,4.41309523809524,9.019392211479273,5.0,0.0,0.0,642249.0
16877,460.69,2.87666666666667,4.6037037037037,10.029022660331453,5.0,0.0,0.0,6868728.0
16879,158.18,2.87666666666667,4.6037037037037,18.79190621627514,69.0,0.0,0.0,2387318.0
16880,158.18,2.87666666666667,4.6037037037037,19.002666193261565,69.0,0.0,0.0,2356005.0
16882,9.24,3.1275,4.46785714285714,14.48835137213003,20.0,0.0,0.0,31649.0
16883,80.0,2.635,4.06166666666667,16.042595730079206,81.0,0.0,0.0,154482.0
16884,80.0,2.87666666666667,4.6037037037037,14.85412183891751,73.0,0.0,0.0,963788.0
16886,19.54,3.15916666666667,3.7666666666666697,13.067629710068537,100.0,0.0,0.0,257758.0
16887,80.0,3.265,4.6037037037037,11.64033408112902,90.0,0.0,0.0,667663.0
16888,37.81,2.30333333333333,2.92666666666667,16.160494744749066,95.0,0.0,0.0,203043.0
16889,42.34,2.30333333333333,2.92666666666667,15.841773241337284,72.0,0.0,0.0,266110.0
16890,41.05,2.87666666666667,4.6037037037037,17.910593800613533,73.0,0.0,0.0,654780.0
16895,2.5,3.1275,4.46785714285714,9.737405974029453,100.0,0.0,0.0,67179.0
16896,160.0,2.00416666666667,3.6001926782273594,11.430793182977286,39.0,0.0,0.0,308965.0
16897,157.58,2.87666666666667,4.6037037037037,10.186545073625274,5.0,0.0,0.0,2381279.0
16898,0.08,3.1275,4.46785714285714,14.664733725149569,36.0,0.0,0.0,12484.0
16901,40.0,2.87666666666667,4.6037037037037,10.542302640402431,90.0,0.0,0.0,407255.0
16902,20.0,3.265,4.6037037037037,13.166993181455052,100.0,0.0,0.0,248321.0
16903,137.43,2.635,4.06166666666667,9.345775782638404,5.0,0.0,0.0,265382.0
16904,160.0,3.265,4.6037037037037,12.571529711812591,73.0,0.0,0.0,698336.0
16905,80.0,3.1275,4.46785714285714,15.295278349325311,33.0,0.0,0.0,432426.0
16906,40.0,2.00416666666667,3.6001926782273594,19.487813400281528,86.0,0.0,0.0,99758.0
16907,40.0,2.00416666666667,3.6001926782273594,19.497054265515047,86.0,0.0,0.0,167769.0
16908,60.0,3.1275,4.46785714285714,15.43996966803516,33.0,0.0,0.0,331375.0
16909,160.0,3.08916666666667,4.41309523809524,13.00056821374371,39.0,0.0,0.0,308965.0
16910,160.0,2.00416666666667,3.6001926782273594,19.976901939673933,81.0,0.0,0.0,308965.0
16911,87.17,3.265,4.6037037037037,15.041022649468779,81.0,0.0,0.0,7153.0
