,lot_area,CropETo,TotalWater,water_dist,castorieindex,firstfloor,add_g_size,parval
0,20.88,2.30333333333333,2.92666666666667,11.698670148018314,95.0,0.0,0.0,294187.0
1,8.86,3.08916666666667,4.36025832091406,8.498322136144958,45.0,1148.0,0.0,72821.0
3,19.86,1.6133333333333302,3.22395954881369,1.441798630416616,72.0,0.0,0.0,162075.0
7,2.39,3.1275,4.46785714285714,3.1689226715760634,32.0,2414.0,654.0,234449.0
28,19.55,3.265,4.6037037037037,3.0665250331937886,81.0,1360.0,0.0,1867425.0
29,34.88,2.30333333333333,2.92666666666667,12.697600117367132,100.0,0.0,0.0,180478.0
31,160.0,2.30333333333333,2.92666666666667,11.166008399643676,95.0,2048.0,980.0,836029.0
33,1.9,3.08916666666667,4.36025832091406,1.61224150201882,80.0,1490.0,1776.0,274099.0
34,35.96,2.30333333333333,2.92666666666667,10.980056313281453,72.0,1472.0,0.0,336925.0
36,0.24,3.15916666666667,3.7666666666666697,8.786385924319877,70.0,2039.0,594.0,224827.0
41,80.0,2.30333333333333,2.92666666666667,11.01566799019583,72.0,1131.0,231.0,449874.0
45,57.77,2.30333333333333,2.92666666666667,11.206733351365397,72.0,744.0,0.0,436823.0
46,28.6,2.30333333333333,2.92666666666667,11.364111587612236,95.0,1146.0,312.0,389610.0
59,37.94,3.265,4.6037037037037,10.651139887028938,95.0,1479.0,0.0,378742.0
61,1.38,3.265,4.6037037037037,11.208171699901635,72.0,3346.0,1067.0,434884.0
64,0.0,2.635,4.06166666666667,6.889559635553617,3.0,0.0,0.0,9684000.0
66,1.28,3.265,4.6037037037037,11.950659282134039,77.0,0.0,0.0,74219.0
67,76.7,2.30333333333333,2.92666666666667,11.215954167702698,95.0,772.0,0.0,443378.0
80,57.45,3.265,4.6037037037037,11.242392089924214,72.0,1040.0,480.0,457255.0
82,2.01,2.0658333333333303,2.8339080459770094,4.0683872169016135,85.0,2216.0,3475.0,440467.0
88,19.9,2.30333333333333,2.92666666666667,14.33463926237825,95.0,880.0,0.0,185682.0
90,22.49,3.195,3.7666666666666697,6.123958091907115,95.0,0.0,0.0,714000.0
96,3.79,2.30333333333333,2.92666666666667,2.078156560100363,80.0,1002.0,242.0,317822.0
105,55.97,3.715,5.48880333654155,8.980798682331672,45.0,0.0,0.0,1213844.0
110,0.78,2.30333333333333,2.92666666666667,18.769855716532106,57.0,964.0,0.0,49581.0
111,57.66,2.30333333333333,2.92666666666667,20.12935261098593,100.0,1528.0,504.0,400333.0
112,19.0,1.5683333333333302,3.08755337195328,19.09040811960262,95.0,844.0,1024.0,108170.0
113,79.99,2.30333333333333,2.92666666666667,17.586225015297213,72.0,1641.0,806.0,591822.0
114,83.49,2.30333333333333,2.92666666666667,14.799100576520724,72.0,0.0,0.0,429608.0
116,38.21,3.265,4.6037037037037,18.349187358965064,95.0,1260.0,396.0,276825.0
118,61.95,3.1275,4.46785714285714,12.139955829541387,45.0,1512.0,0.0,559912.0
122,19.85,2.30333333333333,2.92666666666667,17.071031800977348,100.0,1600.0,0.0,588241.0
124,0.34,1.6133333333333302,3.22395954881369,15.433140522413346,95.0,1800.0,0.0,150000.0
127,2.48,3.08916666666667,4.36025832091406,2.6343907385969185,72.0,2129.0,868.0,320443.0
152,2.22,3.08916666666667,4.36025832091406,2.2528539857249035,88.0,2925.0,811.0,409780.0
167,2.6,1.5683333333333302,3.08755337195328,5.1178302072883985,52.0,1278.0,706.0,176607.0
174,6.37,2.87666666666667,4.6037037037037,8.176390554685174,4.0,1555.0,420.0,122502.0
175,9.77,3.265,4.6037037037037,20.751218018530327,57.0,2861.0,784.0,318379.0
183,1.84,3.1275,4.46785714285714,4.002389340628719,24.0,1120.0,598.0,81567.0
193,166.85,2.30333333333333,2.92666666666667,8.105271214763073,72.0,1248.0,660.0,894314.0
194,19.21,3.08916666666667,4.36025832091406,2.472397644550548,33.0,2260.0,448.0,341401.0
195,2.5,3.1275,4.46785714285714,3.1410178927355497,95.0,2080.0,528.0,255464.0
201,2.4,3.1275,4.46785714285714,3.1928633495973875,95.0,1784.0,2700.0,276648.0
202,2.4,3.1275,4.46785714285714,3.0960288962386224,95.0,1926.0,484.0,185018.0
206,2.18,3.1275,4.46785714285714,3.417989257475539,32.0,2487.0,624.0,253670.0
207,2.4,3.1275,4.46785714285714,3.2049992560853235,32.0,2080.0,528.0,293750.0
209,5.04,3.08916666666667,4.36025832091406,3.701078480436392,32.0,0.0,0.0,238227.0
224,3.38,3.08916666666667,4.36025832091406,4.91683797232775,73.0,3480.0,1150.0,2244000.0
235,2.55,3.1275,4.46785714285714,3.1267112506852017,95.0,1570.0,840.0,141492.0
236,17.18,3.08916666666667,4.41309523809524,15.470849525737359,72.0,876.0,0.0,261884.0
237,5.17,3.08916666666667,4.36025832091406,3.966649132255576,32.0,0.0,0.0,208080.0
253,0.56,3.265,4.6037037037037,5.0825581344186,52.0,0.0,0.0,173610.0
255,23.89,2.30333333333333,2.92666666666667,15.019604674254202,70.0,875.0,960.0,701830.0
271,4.78,1.6133333333333302,3.22395954881369,4.067533732245149,31.0,0.0,0.0,70043.0
282,5.03,1.6133333333333302,3.22395954881369,1.1094386517572987,88.0,1056.0,976.0,442826.0
285,8.72,3.08916666666667,4.36025832091406,2.5128108441587638,95.0,1927.0,437.0,118232.0
286,2.39,3.08916666666667,4.36025832091406,2.7957237748457464,72.0,3043.0,852.0,363549.0
287,1.99,3.08916666666667,4.36025832091406,2.6789973967338456,72.0,2836.0,1060.0,528708.0
289,3.02,3.08916666666667,4.36025832091406,2.218392048955163,88.0,1110.0,0.0,164292.0
294,10.09,2.30333333333333,2.92666666666667,15.567533369230196,90.0,0.0,0.0,630000.0
295,2.14,3.08916666666667,4.36025832091406,2.098752026498087,88.0,1850.0,2409.0,384770.0
296,20.0,2.30333333333333,2.92666666666667,15.633851524069225,90.0,1499.0,0.0,263427.0
300,1.38,2.30333333333333,2.92666666666667,15.651509875226035,90.0,2361.0,383.0,176851.0
301,32.32,2.30333333333333,2.92666666666667,15.759861186827045,90.0,0.0,0.0,180418.0
302,20.0,2.30333333333333,2.92666666666667,15.504264514011016,90.0,0.0,0.0,169916.0
303,20.0,2.30333333333333,2.92666666666667,15.569453094930733,90.0,1194.0,2920.0,253980.0
306,1.0,3.265,4.6037037037037,15.829492330397553,90.0,1366.0,720.0,67698.0
310,80.0,2.30333333333333,2.92666666666667,15.588863268152785,90.0,1440.0,476.0,532952.0
312,0.99,2.30333333333333,2.92666666666667,15.939091789491712,80.0,1555.0,420.0,68165.0
313,80.0,3.265,4.6037037037037,15.630162147997373,90.0,0.0,0.0,636464.0
314,18.76,2.30333333333333,2.92666666666667,15.900432680330761,90.0,1782.0,552.0,205508.0
315,9.95,1.6133333333333302,3.22395954881369,10.023360296332669,95.0,936.0,0.0,129079.0
316,40.0,3.265,4.6037037037037,15.793619278291276,90.0,768.0,768.0,613986.0
321,12.0,3.15916666666667,3.7666666666666697,4.684246339156804,77.0,1647.0,552.0,705203.0
322,2.39,1.5683333333333302,3.08755337195328,2.3573470581365656,100.0,2181.0,576.0,107349.0
332,0.21,3.265,4.6037037037037,3.862816877705277,81.0,2290.0,918.0,346849.0
337,2.09,3.15916666666667,3.7666666666666697,4.6911092289475445,77.0,2326.0,2196.0,424800.0
338,2.06,3.15916666666667,3.7666666666666697,4.496903340178359,24.0,1856.0,1780.0,165981.0
346,5.51,2.12916666666667,3.0416666666666696,4.9290542448885,24.0,2024.0,0.0,266422.0
348,9.11,3.08916666666667,4.36025832091406,2.54057574772886,72.0,3121.0,738.0,332174.0
349,30.48,2.30333333333333,2.92666666666667,14.42989189406131,72.0,945.0,0.0,398135.0
351,35.65,2.30333333333333,2.92666666666667,14.324221353205322,72.0,0.0,0.0,221264.0
352,30.3,2.30333333333333,2.92666666666667,14.292049840563376,72.0,1008.0,0.0,258943.0
353,19.7,3.265,4.6037037037037,12.283215863965376,90.0,1250.0,440.0,237180.0
354,16.51,2.30333333333333,2.92666666666667,14.220403404381347,72.0,1512.0,0.0,126157.0
357,29.33,3.265,4.6037037037037,12.647058852335842,90.0,1329.0,2369.0,249949.0
358,0.68,2.30333333333333,2.92666666666667,11.459359534228106,68.0,1144.0,294.0,156300.0
359,9.77,3.265,4.6037037037037,3.0562127764696503,95.0,2376.0,528.0,566031.0
363,20.0,1.5683333333333302,3.08755337195328,4.488015621698608,51.0,0.0,0.0,456953.0
364,3.0,1.5683333333333302,3.08755337195328,2.233702557709563,88.0,3610.0,1378.0,376110.0
371,2.1,3.08916666666667,4.36025832091406,2.632920504457786,88.0,2481.0,702.0,417016.0
372,2.02,3.08916666666667,4.36025832091406,2.8424748934762123,72.0,4210.0,1435.0,591629.0
374,75.64,2.30333333333333,2.92666666666667,11.145536904840238,90.0,1200.0,0.0,899631.0
375,2.05,3.08916666666667,4.36025832091406,2.7106921329518463,88.0,1787.0,598.0,165667.0
376,13.63,2.30333333333333,2.92666666666667,15.642931034569605,90.0,1454.0,0.0,325757.0
379,2.0,3.08916666666667,4.36025832091406,2.629533556694801,88.0,2226.0,576.0,172948.0
381,20.0,1.5683333333333302,3.08755337195328,3.4146425136804246,43.0,2315.0,600.0,298843.0
385,2.1,3.08916666666667,4.36025832091406,1.6679115492640193,77.0,1918.0,744.0,138858.0
386,2.13,3.08916666666667,4.36025832091406,1.6671402217433786,77.0,2519.0,440.0,324574.0
389,18.39,3.15916666666667,3.7666666666666697,3.3604457666519694,76.0,0.0,0.0,1713070.0
390,2.0,3.08916666666667,4.36025832091406,2.537680827665864,88.0,2542.0,1068.0,364551.0
396,1.71,3.08916666666667,4.41309523809524,11.759474766454899,95.0,987.0,1000.0,101291.0
398,32.81,2.30333333333333,2.92666666666667,15.865902636571159,80.0,0.0,0.0,467125.0
400,20.0,2.30333333333333,2.92666666666667,13.390902179315804,90.0,768.0,448.0,104895.0
402,21.77,2.30333333333333,2.92666666666667,14.6408775339624,90.0,2988.0,0.0,471121.0
407,5.0,3.46416666666667,4.948809523809519,9.629303378202213,76.0,0.0,0.0,432903.0
417,80.0,2.30333333333333,2.92666666666667,19.49023635038089,68.0,1476.0,0.0,443804.0
419,19.55,1.5683333333333302,3.08755337195328,4.17742451954412,27.0,2977.0,816.0,794185.0
421,40.0,2.30333333333333,2.92666666666667,11.919418121266766,90.0,1120.0,0.0,251656.0
422,0.75,3.08916666666667,4.41309523809524,11.708310655320153,72.0,2239.0,918.0,247841.0
423,5.2,3.195,3.7666666666666697,11.151671004126255,95.0,2574.0,462.0,195691.0
427,39.54,2.30333333333333,2.92666666666667,11.640873539889506,77.0,938.0,358.0,263968.0
428,19.8,2.30333333333333,2.92666666666667,14.798366653329365,80.0,1008.0,0.0,206992.0
433,10.0,2.30333333333333,2.92666666666667,12.226127623315087,95.0,1722.0,462.0,158206.0
435,1.0,2.30333333333333,2.92666666666667,14.073664712565046,95.0,1364.0,520.0,25533.0
442,9.8,2.30333333333333,2.92666666666667,14.898231689072759,80.0,2730.0,840.0,627201.0
444,20.0,2.30333333333333,2.92666666666667,12.450385592491525,95.0,0.0,0.0,160698.0
445,29.87,1.5683333333333302,3.08755337195328,3.239251851648534,39.0,0.0,0.0,343084.0
447,1.98,3.1275,4.46785714285714,4.211853425950657,24.0,3200.0,920.0,620944.0
449,34.0,2.30333333333333,2.92666666666667,11.70339429797432,95.0,0.0,0.0,226982.0
455,2.4,3.1275,4.46785714285714,3.9737909248280814,24.0,1751.0,884.0,210610.0
456,19.99,2.30333333333333,2.92666666666667,13.701610307605124,90.0,1416.0,666.0,221038.0
457,4.75,3.1275,4.46785714285714,3.8474790971679154,24.0,0.0,0.0,184686.0
461,30.0,2.30333333333333,2.92666666666667,12.157771766024725,95.0,0.0,0.0,735420.0
462,20.0,2.30333333333333,2.92666666666667,12.463765816454242,76.0,1004.0,160.0,673200.0
465,1.63,2.30333333333333,2.92666666666667,15.531016474378395,90.0,4044.0,0.0,238129.0
468,22.31,2.30333333333333,2.92666666666667,15.401928288077455,90.0,1160.0,520.0,157499.0
471,19.55,1.5683333333333302,3.08755337195328,3.0092944755707505,39.0,1440.0,0.0,295548.0
472,18.71,2.30333333333333,2.92666666666667,12.077201060754456,90.0,1142.0,72.0,151336.0
475,40.0,2.30333333333333,2.92666666666667,15.227090207875307,90.0,3181.0,1870.0,492400.0
476,160.0,3.265,4.6037037037037,14.530986221753116,90.0,1770.0,432.0,1186440.0
478,9.78,2.30333333333333,2.92666666666667,15.625727148395018,90.0,0.0,0.0,174110.0
481,2.51,3.1275,4.46785714285714,4.2124137593689825,24.0,1200.0,480.0,132958.0
482,0.51,2.30333333333333,2.92666666666667,12.467310764984164,90.0,1450.0,0.0,18827.0
483,20.0,2.30333333333333,2.92666666666667,14.320683340602415,90.0,1343.0,0.0,169771.0
485,19.67,3.195,3.7666666666666697,13.87093865676364,90.0,1368.0,1386.0,450821.0
486,19.09,2.30333333333333,2.92666666666667,13.730341601841692,90.0,1318.0,0.0,304057.0
487,5.02,3.08916666666667,4.41309523809524,3.5356305589256927,24.0,2022.0,708.0,249899.0
489,21.1,2.30333333333333,2.92666666666667,15.717045688471744,80.0,0.0,0.0,443394.0
493,5.04,1.5683333333333302,3.08755337195328,4.161368020921709,20.0,2755.0,933.0,245524.0
494,40.0,2.30333333333333,2.92666666666667,14.037138043288614,90.0,2035.0,0.0,628655.0
497,2.2,2.30333333333333,2.92666666666667,12.150442444385044,70.0,1736.0,395.0,164012.0
498,18.96,2.30333333333333,2.92666666666667,15.40216899074242,90.0,1409.0,387.0,158021.0
499,20.0,2.30333333333333,2.92666666666667,11.469098249172044,90.0,920.0,0.0,129011.0
501,37.49,3.08916666666667,4.41309523809524,15.19846149747172,80.0,0.0,0.0,174110.0
503,19.42,2.30333333333333,2.92666666666667,15.680920545863898,90.0,1062.0,575.0,168820.0
504,20.0,2.30333333333333,2.92666666666667,15.505274813703036,95.0,1145.0,0.0,136129.0
505,3.35,2.30333333333333,2.92666666666667,15.593203900865074,90.0,0.0,0.0,89556.0
506,20.0,3.265,4.6037037037037,12.65293193557297,90.0,2683.0,576.0,603880.0
508,20.0,2.30333333333333,2.92666666666667,13.014089924259073,90.0,792.0,72.0,127670.0
513,13.03,2.30333333333333,2.92666666666667,11.988278271762564,95.0,0.0,0.0,79817.0
514,2.22,2.30333333333333,2.92666666666667,12.502921655829716,90.0,2247.0,576.0,124594.0
518,18.27,3.265,4.6037037037037,11.631821269617436,95.0,1624.0,400.0,342228.0
519,80.0,3.265,4.6037037037037,14.991863431604367,90.0,1680.0,0.0,1561288.0
521,2.13,3.265,4.6037037037037,3.1389169529426004,33.0,2745.0,910.0,381388.0
529,76.22,2.30333333333333,2.92666666666667,11.340591962505442,95.0,1519.0,456.0,542835.0
531,19.48,2.30333333333333,2.92666666666667,12.708757079956785,95.0,0.0,0.0,532835.0
533,38.94,2.30333333333333,2.92666666666667,15.300811640501271,90.0,0.0,0.0,290939.0
534,18.7,2.30333333333333,2.92666666666667,14.963482213877974,80.0,0.0,0.0,351731.0
539,35.9,2.30333333333333,2.92666666666667,15.284859376389933,90.0,2091.0,0.0,329885.0
544,20.0,3.08916666666667,4.41309523809524,15.014184869049716,80.0,0.0,0.0,222411.0
545,1.52,3.265,4.6037037037037,15.077148881751098,80.0,1800.0,0.0,139680.0
546,19.11,2.30333333333333,2.92666666666667,13.342750672909247,90.0,0.0,0.0,293192.0
549,1.41,2.30333333333333,2.92666666666667,12.588719565394909,95.0,2436.0,0.0,244247.0
550,20.0,2.30333333333333,2.92666666666667,15.566217039824238,90.0,1269.0,0.0,172403.0
553,16.94,2.30333333333333,2.92666666666667,15.358553028109965,90.0,1305.0,928.0,200264.0
554,2.39,1.5683333333333302,3.08755337195328,2.641290858638817,54.0,1921.0,560.0,292685.0
558,2.27,1.5683333333333302,3.08755337195328,2.667350420440255,54.0,1647.0,383.0,234090.0
564,2.0,3.1275,4.46785714285714,4.213637453620569,24.0,1200.0,3932.0,331500.0
566,19.55,2.30333333333333,2.92666666666667,14.516042356093914,90.0,2160.0,0.0,237755.0
568,18.8,2.30333333333333,2.92666666666667,15.17495601643148,90.0,2084.0,288.0,311229.0
569,10.0,2.30333333333333,2.92666666666667,11.503134703054247,95.0,1986.0,1108.0,448108.0
572,25.0,2.30333333333333,2.92666666666667,13.804294185264823,90.0,1724.0,400.0,169759.0
573,20.0,1.5683333333333302,3.08755337195328,2.6115344669605625,54.0,2844.0,441.0,476492.0
574,37.51,3.08916666666667,4.41309523809524,13.326126168812234,90.0,1500.0,0.0,857178.0
575,19.82,1.5683333333333302,3.08755337195328,2.6100062722777184,54.0,1812.0,480.0,259414.0
576,20.0,3.265,4.6037037037037,15.662389121013991,90.0,944.0,0.0,238723.0
577,40.0,2.30333333333333,2.92666666666667,13.177182710486894,90.0,1765.0,400.0,268124.0
578,30.0,3.265,4.6037037037037,15.542438471513698,90.0,1289.0,0.0,633047.0
579,2.37,2.30333333333333,2.92666666666667,15.444094844235167,90.0,22148.0,3990.0,431765.0
583,38.73,2.30333333333333,2.92666666666667,15.222380349842567,90.0,3086.0,506.0,327529.0
585,10.0,2.30333333333333,2.92666666666667,15.206301130743716,90.0,1630.0,624.0,249398.0
588,38.79,2.30333333333333,2.92666666666667,15.488517639657848,90.0,0.0,0.0,255809.0
589,85.71,3.265,4.6037037037037,15.124007301940726,80.0,1515.0,576.0,875545.0
590,0.8,2.30333333333333,2.92666666666667,12.886896410029678,95.0,2058.0,648.0,152078.0
591,20.0,2.30333333333333,2.92666666666667,15.241803174164232,80.0,1616.0,384.0,253849.0
592,1.0,2.30333333333333,2.92666666666667,15.587119302094786,80.0,158.0,0.0,59639.0
593,19.55,3.265,4.6037037037037,14.848209153476727,90.0,1638.0,529.0,210476.0
595,0.48,2.30333333333333,2.92666666666667,13.192729281291038,95.0,1974.0,528.0,89133.0
596,20.0,2.30333333333333,2.92666666666667,14.792961220195453,90.0,1330.0,0.0,113660.0
597,1.15,3.265,4.6037037037037,11.426637497343506,38.0,920.0,240.0,112594.0
600,25.4,3.08916666666667,4.41309523809524,2.7396142798046212,54.0,1700.0,0.0,219711.0
601,39.7,3.265,4.6037037037037,15.671958080069322,90.0,1224.0,788.0,572968.0
602,1.95,3.265,4.6037037037037,11.654371705580886,24.0,3644.0,720.0,386461.0
606,1.03,2.30333333333333,2.92666666666667,15.354941482200609,90.0,1168.0,896.0,143300.0
607,16.21,2.30333333333333,2.92666666666667,12.143660264559124,95.0,1800.0,0.0,124973.0
610,21.07,3.265,4.6037037037037,15.347569862037885,95.0,1932.0,560.0,282332.0
613,1.91,1.66166666666667,3.87916666666667,4.204311733037349,24.0,3200.0,788.0,510000.0
614,18.81,2.30333333333333,2.92666666666667,15.330030562219124,90.0,1708.0,480.0,205272.0
617,20.0,2.30333333333333,2.92666666666667,15.171369637411985,90.0,1924.0,676.0,375621.0
620,16.62,2.30333333333333,2.92666666666667,15.523654505883913,95.0,1014.0,2262.0,268299.0
622,21.47,2.30333333333333,2.92666666666667,11.841211831731036,95.0,0.0,0.0,199408.0
626,20.0,2.30333333333333,2.92666666666667,12.984478004040573,90.0,1807.0,354.0,166735.0
628,1.35,2.30333333333333,2.92666666666667,12.722166875988858,90.0,2439.0,552.0,219782.0
629,28.84,2.30333333333333,2.92666666666667,15.648101444022794,90.0,2115.0,584.0,255190.0
630,5.0,3.265,4.6037037037037,15.18371122016597,80.0,3920.0,2308.0,836400.0
633,1.27,2.30333333333333,2.92666666666667,13.144185947064877,95.0,2645.0,652.0,217690.0
641,1.26,3.195,3.7666666666666697,12.250623299051545,100.0,0.0,0.0,46818.0
643,29.43,2.30333333333333,2.92666666666667,15.58611989264085,90.0,1141.0,0.0,233249.0
644,71.65,3.46416666666667,4.948809523809519,11.498357908738283,42.0,0.0,0.0,1216500.0
645,15.59,2.30333333333333,2.92666666666667,15.574828364768667,95.0,1068.0,0.0,153398.0
646,0.85,3.08916666666667,4.41309523809524,14.531416423781303,90.0,2061.0,440.0,26152.0
651,20.0,3.265,4.6037037037037,13.902765358572918,90.0,856.0,0.0,93133.0
656,29.73,3.265,4.6037037037037,12.18242623022189,90.0,1140.0,0.0,301815.0
658,4.77,3.08916666666667,4.41309523809524,15.60108781467802,90.0,1600.0,2224.0,226296.0
659,2.08,3.265,4.6037037037037,3.1919639928240477,33.0,3740.0,867.0,766698.0
664,2.04,3.265,4.6037037037037,4.166599726087154,21.0,1412.0,315.0,216112.0
665,14.35,2.30333333333333,2.92666666666667,12.46524762755287,95.0,2088.0,460.0,546209.0
666,3.0,3.08916666666667,4.41309523809524,14.479051942891068,90.0,1398.0,1874.0,295737.0
669,20.0,3.265,4.6037037037037,15.38933498749028,100.0,0.0,0.0,746083.0
671,18.27,2.30333333333333,2.92666666666667,12.939782432131894,90.0,1690.0,440.0,268553.0
673,39.39,3.265,4.6037037037037,15.510684275961216,90.0,780.0,0.0,329222.0
674,20.0,2.30333333333333,2.92666666666667,13.993619315437545,90.0,1224.0,0.0,109793.0
675,15.8,2.30333333333333,2.92666666666667,15.327500400561373,100.0,1309.0,550.0,172101.0
676,1.38,2.30333333333333,2.92666666666667,13.74544324474183,90.0,2890.0,644.0,438498.0
677,2.3,2.30333333333333,2.92666666666667,14.32765713774277,90.0,1960.0,576.0,136718.0
679,20.0,2.30333333333333,2.92666666666667,15.23378570003466,80.0,988.0,0.0,114434.0
680,1.0,3.265,4.6037037037037,15.149815509113154,90.0,1539.0,520.0,51924.0
685,2.3,2.87666666666667,4.6037037037037,15.150353994834365,80.0,1612.0,572.0,119932.0
693,19.7,3.265,4.6037037037037,15.433718909546515,80.0,1292.0,0.0,592608.0
694,19.55,2.30333333333333,2.92666666666667,15.509892984718904,80.0,1072.0,0.0,94215.0
695,18.45,2.30333333333333,2.92666666666667,15.056043910604119,90.0,1080.0,0.0,180183.0
700,14.86,1.5683333333333302,3.08755337195328,2.681544801876205,32.0,2721.0,1465.0,525300.0
701,19.55,3.08916666666667,4.41309523809524,2.6682156887869892,54.0,1248.0,0.0,336438.0
705,19.39,3.08916666666667,4.41309523809524,15.585898179649167,90.0,1202.0,276.0,843966.0
706,5.05,2.87666666666667,4.6037037037037,2.72613476004584,33.0,0.0,0.0,104980.0
707,59.7,2.30333333333333,2.92666666666667,15.667194311319525,90.0,1346.0,0.0,453398.0
708,4.78,2.30333333333333,2.92666666666667,15.236659632821858,90.0,1272.0,648.0,88331.0
710,9.7,3.265,4.6037037037037,15.384930569885707,90.0,0.0,0.0,593591.0
711,19.09,3.265,4.6037037037037,15.30422271855726,90.0,1680.0,368.0,217915.0
712,20.0,2.30333333333333,2.92666666666667,15.597654334545677,90.0,1066.0,0.0,221788.0
714,30.0,2.30333333333333,2.92666666666667,14.98017831305124,90.0,0.0,0.0,188794.0
717,30.0,2.30333333333333,2.92666666666667,14.787723588919842,90.0,1284.0,264.0,308654.0
718,18.95,2.30333333333333,2.92666666666667,15.575093129418596,90.0,1402.0,460.0,132230.0
724,2.21,2.30333333333333,2.92666666666667,15.096752045432165,90.0,2128.0,0.0,105944.0
726,0.94,3.265,4.6037037037037,4.167009880219935,21.0,1144.0,520.0,103824.0
729,19.39,2.30333333333333,2.92666666666667,15.502313027305556,80.0,1852.0,484.0,208094.0
731,19.55,2.30333333333333,2.92666666666667,15.352876968746035,90.0,1160.0,0.0,201100.0
732,18.78,3.265,4.6037037037037,11.38389183268522,42.0,0.0,0.0,401999.0
733,19.7,2.30333333333333,2.92666666666667,15.398597337052466,90.0,896.0,0.0,488043.0
739,2.02,3.265,4.6037037037037,4.1625014388364665,95.0,1610.0,400.0,209736.0
741,5.33,3.08916666666667,4.36025832091406,2.745623079505328,54.0,1984.0,550.0,275972.0
742,5.33,3.08916666666667,4.36025832091406,2.743152942540828,54.0,1748.0,2079.0,444771.0
746,19.3,3.265,4.6037037037037,15.18193559880088,36.0,0.0,0.0,71279.0
747,2.0,3.1275,4.46785714285714,4.20484676311051,24.0,3668.0,1384.0,586500.0
753,57.77,2.30333333333333,2.92666666666667,15.170998301891144,90.0,1925.0,575.0,418501.0
756,6.5,2.30333333333333,2.92666666666667,12.754792520453956,95.0,776.0,912.0,50093.0
759,45.0,2.30333333333333,2.92666666666667,14.736895436342607,90.0,988.0,308.0,337510.0
760,18.66,2.30333333333333,2.92666666666667,15.240715555518515,90.0,1709.0,525.0,141948.0
765,19.0,2.30333333333333,2.92666666666667,15.173155682609053,90.0,0.0,0.0,447514.0
767,20.0,2.30333333333333,2.92666666666667,15.633332154017456,90.0,1147.0,0.0,196260.0
768,21.0,2.30333333333333,2.92666666666667,15.214879534657351,90.0,0.0,0.0,676259.0
770,19.36,2.30333333333333,2.92666666666667,14.676738028670234,90.0,0.0,0.0,334753.0
775,1.38,2.30333333333333,2.92666666666667,14.908649803686561,90.0,2131.0,450.0,229285.0
779,20.0,2.30333333333333,2.92666666666667,14.874227121344154,90.0,0.0,0.0,383918.0
780,0.99,3.1275,4.46785714285714,3.9648942169878216,24.0,1560.0,420.0,206700.0
782,19.55,2.30333333333333,2.92666666666667,14.871353812667019,48.0,0.0,0.0,494190.0
784,78.77,2.30333333333333,2.92666666666667,15.391182106374922,90.0,0.0,0.0,348486.0
792,78.8,3.08916666666667,4.41309523809524,1.9498417355260909,88.0,1432.0,520.0,1301461.0
793,40.0,2.30333333333333,2.92666666666667,15.287364045729175,90.0,1368.0,384.0,237342.0
798,39.07,2.30333333333333,2.92666666666667,15.376456550586244,90.0,1608.0,575.0,626375.0
799,30.0,2.30333333333333,2.92666666666667,15.142334054875631,90.0,2010.0,0.0,237961.0
800,19.24,2.30333333333333,2.92666666666667,15.545516494323632,90.0,0.0,0.0,560061.0
805,4.93,2.87666666666667,4.6037037037037,2.348912153561296,88.0,2121.0,1600.0,220757.0
806,9.14,2.30333333333333,2.92666666666667,15.49373724730446,90.0,1045.0,0.0,224725.0
807,20.0,3.265,4.6037037037037,14.84325783508262,90.0,2273.0,484.0,329036.0
808,19.56,3.265,4.6037037037037,14.943028804585776,90.0,0.0,0.0,157573.0
814,29.55,3.265,4.6037037037037,14.795723331942858,90.0,780.0,0.0,426821.0
815,16.65,2.30333333333333,2.92666666666667,14.918720650950446,90.0,1142.0,0.0,162830.0
816,10.0,2.30333333333333,2.92666666666667,15.475658466097018,90.0,1996.0,690.0,338130.0
818,40.0,2.30333333333333,2.92666666666667,15.541318775890582,90.0,1149.0,994.0,293377.0
819,60.0,2.30333333333333,2.92666666666667,14.24313138282942,90.0,1484.0,1156.0,618039.0
822,1.89,3.1275,4.46785714285714,4.0611625113987175,24.0,2396.0,1236.0,264527.0
824,1.26,2.30333333333333,2.92666666666667,15.079475428216815,90.0,1920.0,1406.0,305000.0
825,18.64,2.30333333333333,2.92666666666667,15.098421795073168,90.0,1200.0,400.0,284837.0
827,19.55,2.30333333333333,2.92666666666667,13.879611417955616,90.0,1078.0,0.0,181321.0
829,20.0,3.265,4.6037037037037,14.846174252912212,90.0,1128.0,0.0,313013.0
830,0.52,2.30333333333333,2.92666666666667,11.666444226995035,23.0,0.0,0.0,135000.0
833,60.0,2.30333333333333,2.92666666666667,13.733651648571017,90.0,2150.0,552.0,486931.0
835,16.61,3.265,4.6037037037037,2.5841601146103543,54.0,0.0,0.0,365235.0
839,79.1,2.30333333333333,2.92666666666667,14.705477337152493,90.0,970.0,440.0,390832.0
842,40.23,2.30333333333333,2.92666666666667,14.74188622189082,90.0,0.0,0.0,182883.0
848,20.0,3.08916666666667,4.41309523809524,14.583217246737114,90.0,1573.0,528.0,591754.0
850,9.74,2.30333333333333,2.92666666666667,13.551724526170966,90.0,0.0,0.0,59834.0
851,80.0,2.30333333333333,2.92666666666667,14.650006756861046,90.0,780.0,0.0,377726.0
